                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                0.45356,                0.53679,                0.96345,                0.87283,                0.69333,                0.84692,                0.71871,                0.48552,                0.86189,                0.98512,              0.0019109,              0.0019109,              0.0019109
                     48,                0.46408,                0.54203,                0.97318,                0.87753,                   0.88,                0.94225,                0.83789,                0.48743,                 0.6142,                0.98991,              0.0019089,              0.0019089,              0.0019089
                     49,                0.46073,                0.51274,                0.95986,                0.87055,                   0.96,                 0.9442,                0.82128,                0.57392,                0.60132,                 1.1934,              0.0019069,              0.0019069,              0.0019069
                     50,                0.45504,                0.52505,                0.98074,                0.83213,                   0.96,                0.94753,                0.83906,                0.50166,                0.55934,                 1.1014,               0.001905,               0.001905,               0.001905
                     51,                0.43159,                0.47618,                0.94519,                0.94478,                0.86667,                0.96578,                0.82063,                0.50304,                0.52993,                0.99982,               0.001903,               0.001903,               0.001903
                     52,                0.42197,                0.49592,                0.93785,                0.85016,                0.90667,                0.94038,                 0.8048,                0.66092,                 0.6648,                 1.1441,               0.001901,               0.001901,               0.001901
                     53,                0.45827,                0.52778,                0.95573,                0.83025,                0.93333,                 0.9378,                0.79334,                0.57642,                0.62349,                 1.0262,               0.001899,               0.001899,               0.001899
                     54,                0.40301,                0.47689,                0.93403,                0.87071,                0.89802,                0.93992,                 0.8204,                0.49471,                0.58484,                 1.0136,               0.001897,               0.001897,               0.001897
                     55,                0.45772,                0.54985,                 0.9642,                0.92149,                0.93907,                0.97154,                0.88533,                0.41015,                0.51572,                0.90791,              0.0018951,              0.0018951,              0.0018951
                     56,                0.43602,                0.53172,                0.94905,                0.86278,                0.89333,                0.93702,                0.76687,                0.69204,                0.83207,                 1.2264,              0.0018931,              0.0018931,              0.0018931
                     57,                0.42179,                 0.5178,                0.93898,                0.85591,                0.87129,                0.92653,                0.68517,                 0.7837,                0.92507,                 1.2895,              0.0018911,              0.0018911,              0.0018911
                     58,                0.42656,                0.49841,                0.93999,                0.76539,                0.82667,                 0.8264,                0.51503,                 1.0501,                 1.0833,                 1.6541,              0.0018891,              0.0018891,              0.0018891
                     59,                0.42464,                 0.4704,                0.92419,                 0.8712,                0.73333,                0.82493,                0.67013,                0.67775,                0.96416,                 1.1163,              0.0018871,              0.0018871,              0.0018871
                     60,                0.43305,                0.46245,                0.95519,                0.94561,                    0.8,                0.93255,                0.81293,                0.49536,                0.67546,                 0.9331,              0.0018852,              0.0018852,              0.0018852
                     61,                0.42488,                0.46292,                0.94703,                0.80985,                0.81333,                 0.8494,                0.71821,                0.53764,                0.90924,                0.97534,              0.0018832,              0.0018832,              0.0018832
                     62,                0.40538,                0.48314,                0.95223,                0.93649,                    0.8,                0.92649,                0.82133,                0.37857,                0.63498,                0.87905,              0.0018812,              0.0018812,              0.0018812
                     63,                0.41763,                0.50218,                0.90821,                0.93304,                0.92904,                0.97999,                0.90277,                0.36095,                0.46073,                0.88531,              0.0018792,              0.0018792,              0.0018792
                     64,                0.37177,                0.45892,                0.92784,                0.94434,                0.90496,                0.96288,                0.90263,                0.34303,                0.48678,                0.85206,              0.0018772,              0.0018772,              0.0018772
                     65,                0.40717,                0.49975,                0.95732,                 0.9119,                0.82811,                0.93259,                0.86244,                0.40298,                0.75076,                0.91381,              0.0018753,              0.0018753,              0.0018753
                     66,                0.38856,                0.46089,                0.93688,                0.63217,                0.43545,                0.54571,                0.29925,                 1.7697,                 2.2065,                 2.7558,              0.0018733,              0.0018733,              0.0018733
                     67,                0.38889,                0.42058,                0.93117,                 0.8321,                0.70667,                0.79562,                0.58797,                 1.0065,                 1.3459,                 1.5565,              0.0018713,              0.0018713,              0.0018713
                     68,                0.41044,                0.46672,                0.93497,                0.79081,                0.80653,                0.85658,                0.63814,                  0.902,                 1.3289,                 1.3767,              0.0018693,              0.0018693,              0.0018693
                     69,                0.40951,                0.45534,                0.93589,                 0.8283,                0.64324,                0.76324,                0.42007,                 1.4107,                 1.8565,                 2.3153,              0.0018673,              0.0018673,              0.0018673
                     70,                0.40755,                0.47023,                0.94351,                0.78331,                  0.723,                0.83125,                0.63405,                0.89492,                 1.4507,                 1.3338,              0.0018654,              0.0018654,              0.0018654
                     71,                0.38792,                0.45301,                0.94106,                0.91209,                   0.76,                0.89295,                0.77749,                0.52356,                0.76867,                 1.0322,              0.0018634,              0.0018634,              0.0018634
                     72,                 0.3894,                0.43289,                0.95886,                0.87896,                0.86667,                0.92317,                0.84836,                0.36747,                0.58528,                0.90189,              0.0018614,              0.0018614,              0.0018614
                     73,                0.38498,                0.42369,                0.91795,                0.89827,                0.94667,                0.95476,                0.85952,                0.45829,                0.49321,                 1.0533,              0.0018594,              0.0018594,              0.0018594
                     74,                0.37522,                0.41899,                0.91322,                0.87062,                0.97333,                0.95945,                0.87555,                0.44035,                0.52419,                0.99644,              0.0018574,              0.0018574,              0.0018574
                     75,                0.39825,                0.43636,                 0.9294,                0.94045,                0.73333,                0.90417,                0.76692,                0.47161,                0.64186,                0.92385,              0.0018555,              0.0018555,              0.0018555
                     76,                0.40558,                0.47878,                0.93256,                0.85759,                 0.6424,                0.79252,                0.62736,                0.63843,                 0.8356,                 1.1084,              0.0018535,              0.0018535,              0.0018535
                     77,                0.41426,                0.46365,                0.94395,                0.80219,                0.69333,                0.80753,                0.67139,                  0.575,                0.87578,                0.98783,              0.0018515,              0.0018515,              0.0018515
                     78,                0.37787,                 0.4689,                0.91847,                0.89636,                0.80723,                0.89193,                0.75992,                0.56392,                0.78299,                 0.9975,              0.0018495,              0.0018495,              0.0018495
                     79,                0.40589,                0.45429,                0.94389,                0.92054,                0.93333,                0.96294,                0.87974,                0.42606,                  0.441,                0.96012,              0.0018475,              0.0018475,              0.0018475
                     80,                0.40307,                0.46505,                0.94802,                0.87917,                0.67913,                0.83282,                0.70286,                0.54605,                0.95327,                 1.0072,              0.0018456,              0.0018456,              0.0018456
                     81,                0.39118,                0.44922,                0.91317,                0.74268,                 0.6927,                0.71637,                 0.5004,                0.94628,                 1.3497,                 1.3306,              0.0018436,              0.0018436,              0.0018436
                     82,                0.40206,                0.45958,                 0.9342,                0.74767,                0.77333,                0.79593,                0.52276,                 1.0726,                 1.1125,                 1.5146,              0.0018416,              0.0018416,              0.0018416
                     83,                0.40096,                0.44816,                 0.9316,                0.81359,                   0.76,                 0.8404,                0.66799,                0.74267,                0.92456,                   1.17,              0.0018396,              0.0018396,              0.0018396
                     84,                 0.3969,                0.44257,                0.94013,                 0.8517,                0.91894,                0.93954,                0.85187,                0.40971,                0.58833,                0.93737,              0.0018376,              0.0018376,              0.0018376
                     85,                0.38691,                0.42922,                0.92884,                0.83098,                0.89333,                0.93495,                0.83277,                0.51161,                0.60546,                 1.0739,              0.0018357,              0.0018357,              0.0018357
                     86,                0.38963,                0.43004,                0.92596,                0.88401,                0.89333,                0.94044,                0.82463,                0.50507,                0.53497,                 1.0992,              0.0018337,              0.0018337,              0.0018337
                     87,                0.39424,                0.39959,                0.94859,                0.86127,                0.86667,                0.92395,                0.79997,                0.55195,                0.64027,                 1.1273,              0.0018317,              0.0018317,              0.0018317
                     88,                0.39823,                0.42217,                 0.9439,                0.84613,                0.87982,                0.88742,                 0.7717,                0.55656,                 0.7333,                 1.0048,              0.0018297,              0.0018297,              0.0018297
                     89,                0.40419,                0.42957,                0.93622,                0.47872,                   0.64,                0.56772,                0.35939,                 1.3859,                 1.5328,                  1.988,              0.0018277,              0.0018277,              0.0018277
                     90,                0.36133,                0.41776,                0.91528,                0.42076,                0.74667,                0.58198,                0.49408,                0.68813,                 1.6964,                 1.1868,              0.0018258,              0.0018258,              0.0018258
                     91,                0.37054,                0.41198,                0.91789,                0.82046,                0.81333,                 0.8563,                0.70869,                0.58548,                0.84797,                 1.0784,              0.0018238,              0.0018238,              0.0018238
                     92,                0.38721,                0.42318,                0.92666,                 0.8715,                0.93333,                0.95273,                0.83453,                0.56314,                0.50304,                 1.0798,              0.0018218,              0.0018218,              0.0018218
                     93,                0.38757,                0.42296,                 0.9279,                 0.9095,                   0.96,                0.97628,                0.89029,                0.45873,                0.47999,                 1.0139,              0.0018198,              0.0018198,              0.0018198
                     94,                0.38852,                0.44851,                0.92828,                0.95108,                   0.92,                0.97488,                0.87928,                0.48302,                0.47264,                 1.0162,              0.0018178,              0.0018178,              0.0018178
                     95,                0.38396,                0.42572,                0.93032,                0.91017,                0.94566,                0.96675,                0.88644,                0.44198,                0.48677,                0.96086,              0.0018159,              0.0018159,              0.0018159
                     96,                0.39132,                0.40786,                0.93046,                0.88531,                0.94667,                0.96535,                0.87824,                0.48241,                0.49248,                 1.0286,              0.0018139,              0.0018139,              0.0018139
                     97,                0.37033,                0.41019,                0.92298,                 0.8445,                   0.96,                0.93674,                0.81731,                0.58182,                0.56966,                 1.1433,              0.0018119,              0.0018119,              0.0018119
                     98,                0.36063,                0.39498,                0.89977,                0.80209,                0.77333,                0.83354,                 0.5965,                0.90456,                 1.0773,                 1.5157,              0.0018099,              0.0018099,              0.0018099
                     99,                0.36959,                0.37775,                0.91692,                 0.8188,                0.66278,                0.74333,                0.43678,                 1.2718,                 1.2617,                 1.8845,              0.0018079,              0.0018079,              0.0018079
                    100,                0.37723,                0.37856,                0.91426,                0.85985,                0.62667,                0.73023,                  0.446,                 1.3987,                 1.2076,                   1.76,               0.001806,               0.001806,               0.001806
                    101,                0.38129,                0.37444,                0.91012,                0.79084,                0.85333,                0.87917,                0.62478,                0.90228,                0.78099,                  1.308,               0.001804,               0.001804,               0.001804
                    102,                0.36047,                 0.3886,                 0.9089,                 0.8688,                0.85333,                 0.9133,                0.71445,                0.59203,                0.68005,                 1.0547,               0.001802,               0.001802,               0.001802
                    103,                0.39099,                0.42718,                0.93855,                0.89701,                    0.8,                0.92054,                0.80641,                0.44816,                0.56871,                0.93211,                 0.0018,                 0.0018,                 0.0018
                    104,                0.35379,                0.38755,                0.90851,                0.90808,                0.92203,                0.96789,                0.88329,                 0.4013,                0.47118,                0.88414,               0.001798,               0.001798,               0.001798
                    105,                 0.3925,                0.38732,                0.93156,                0.95923,                0.94113,                0.97748,                0.91354,                0.36408,                0.42292,                0.91845,              0.0017961,              0.0017961,              0.0017961
                    106,                0.35277,                0.36666,                0.90219,                0.91063,                0.97333,                0.97303,                0.91568,                0.35795,                0.44136,                0.91148,              0.0017941,              0.0017941,              0.0017941
                    107,                0.36135,                0.38583,                0.90841,                0.91962,                0.94667,                0.97864,                0.92204,                0.36499,                0.42466,                0.91521,              0.0017921,              0.0017921,              0.0017921
                    108,                 0.3737,                0.39165,                 0.9259,                0.95443,                 0.8378,                0.95905,                0.83988,                0.42484,                0.48156,                0.92416,              0.0017901,              0.0017901,              0.0017901
                    109,                0.34985,                0.39541,                0.92036,                0.82871,                0.96763,                0.96425,                0.87009,                0.37423,                0.46578,                0.89261,              0.0017881,              0.0017881,              0.0017881
                    110,                0.34763,                0.36418,                0.91173,                0.89293,                0.88956,                0.95247,                 0.8567,                0.41759,                0.46745,                0.95368,              0.0017862,              0.0017862,              0.0017862
                    111,                0.35683,                0.37406,                0.90262,                0.89246,                0.85333,                0.93264,                0.85843,                0.41479,                0.52752,                0.95792,              0.0017842,              0.0017842,              0.0017842
                    112,                0.37051,                 0.4068,                0.92353,                0.74708,                 0.5908,                0.61769,                0.44376,                0.85173,                 1.3415,                 1.3313,              0.0017822,              0.0017822,              0.0017822
                    113,                0.34706,                0.38299,                0.91987,                0.73948,                0.68125,                0.67776,                0.49607,                0.76518,                  1.316,                 1.2249,              0.0017802,              0.0017802,              0.0017802
                    114,                0.37484,                0.40975,                0.91674,                0.88665,                0.83444,                0.88148,                0.72638,                0.52667,                0.76038,                 1.0043,              0.0017782,              0.0017782,              0.0017782
                    115,                0.36086,                0.38403,                 0.9234,                0.95643,                0.87813,                0.96649,                0.87301,                0.38781,                0.54456,                0.92965,              0.0017763,              0.0017763,              0.0017763
                    116,                0.35192,                0.40089,                0.92238,                0.89444,                0.94667,                0.97041,                0.88079,                0.44651,                0.52239,                0.98299,              0.0017743,              0.0017743,              0.0017743
                    117,                0.34695,                0.38463,                0.90883,                0.91663,                   0.92,                0.96406,                0.90858,                0.41024,                0.45707,                0.94767,              0.0017723,              0.0017723,              0.0017723
                    118,                0.35934,                0.38506,                0.91851,                0.85222,                0.84581,                0.90708,                0.80777,                0.51164,                0.57759,                 1.0442,              0.0017703,              0.0017703,              0.0017703
                    119,                0.35594,                0.38774,                0.89033,                0.78562,                0.85333,                0.86605,                0.73588,                0.59565,                0.81617,                 1.1264,              0.0017683,              0.0017683,              0.0017683
                    120,                0.34962,                0.36731,                0.89125,                0.85844,                0.80861,                0.91002,                0.76688,                0.56277,                 0.7574,                 1.1041,              0.0017664,              0.0017664,              0.0017664
                    121,                0.34216,                0.36054,                0.91919,                0.89218,                    0.8,                0.91043,                0.78364,                0.58823,                0.66377,                 1.0857,              0.0017644,              0.0017644,              0.0017644
                    122,                0.34518,                 0.3685,                0.90178,                0.88021,                0.78383,                0.91281,                 0.7998,                0.59273,                0.64163,                 1.1013,              0.0017624,              0.0017624,              0.0017624
                    123,                0.35497,                0.37887,                0.90874,                0.88217,                 0.7986,                0.87327,                0.74014,                0.68415,                0.79072,                 1.1823,              0.0017604,              0.0017604,              0.0017604
                    124,                0.35065,                0.37733,                0.89457,                0.80631,                0.77709,                0.83823,                0.67303,                0.85364,                0.94367,                 1.2978,              0.0017584,              0.0017584,              0.0017584
                    125,                0.37216,                0.38578,                0.91856,                 0.9848,                0.86373,                0.95841,                0.87521,                0.49163,                0.45025,                  1.045,              0.0017565,              0.0017565,              0.0017565
                    126,                0.34116,                0.34221,                0.89934,                0.98984,                0.81333,                0.93812,                0.80444,                0.62927,                0.63473,                  1.175,              0.0017545,              0.0017545,              0.0017545
                    127,                0.35414,                0.38384,                0.91336,                0.92871,                0.86844,                0.94497,                0.82753,                0.57085,                0.57839,                  1.148,              0.0017525,              0.0017525,              0.0017525
                    128,                0.34308,                0.39229,                0.92301,                 0.9445,                0.94667,                0.98104,                 0.9074,                0.43025,                  0.383,                 0.9556,              0.0017505,              0.0017505,              0.0017505
                    129,                0.35471,                0.41802,                0.92081,                0.95437,                0.94667,                0.98248,                0.93083,                0.29618,                0.35897,                 0.8306,              0.0017485,              0.0017485,              0.0017485
                    130,                0.34871,                0.38679,                0.90255,                 0.9321,                   0.84,                0.94541,                0.86046,                0.34082,                0.49737,                0.85006,              0.0017466,              0.0017466,              0.0017466
                    131,                 0.3443,                0.36946,                0.91111,                0.86988,                0.74667,                0.85706,                0.73368,                0.54771,                0.75839,                0.99945,              0.0017446,              0.0017446,              0.0017446
                    132,                0.33823,                0.37868,                0.90566,                0.67606,                0.70667,                0.75533,                0.60272,                0.73538,                 1.1204,                 1.2264,              0.0017426,              0.0017426,              0.0017426
                    133,                 0.3446,                 0.3648,                0.92236,                   0.74,                   0.72,                0.79815,                0.68691,                0.60541,                0.93902,                 1.1043,              0.0017406,              0.0017406,              0.0017406
                    134,                0.33092,                0.37196,                0.91163,                0.80274,                0.65333,                0.80542,                0.68049,                0.65992,                0.93408,                 1.2016,              0.0017386,              0.0017386,              0.0017386
                    135,                0.37453,                0.40233,                0.92473,                0.82707,                0.61333,                0.74687,                0.55063,                0.97449,                 1.1691,                 1.5631,              0.0017367,              0.0017367,              0.0017367
                    136,                0.34952,                0.34149,                0.91672,                0.88703,                0.83758,                0.92915,                0.84384,                 0.3791,                0.51967,                 0.8958,              0.0017347,              0.0017347,              0.0017347
                    137,                 0.3375,                0.35846,                0.91297,                0.89868,                0.94612,                0.95971,                0.86663,                 0.4445,                0.45501,                0.98342,              0.0017327,              0.0017327,              0.0017327
                    138,                0.34007,                0.36224,                0.90342,                0.91452,                   0.92,                0.95896,                0.86146,                0.41014,                0.41954,                0.98379,              0.0017307,              0.0017307,              0.0017307
                    139,                0.34864,                 0.3977,                0.92958,                0.92735,                0.90667,                0.96968,                0.86914,                 0.4401,                0.47016,                0.98907,              0.0017287,              0.0017287,              0.0017287
                    140,                0.37556,                0.40088,                0.93002,                      1,                0.79935,                0.92461,                0.73764,                0.66256,                0.70985,                 1.1508,              0.0017268,              0.0017268,              0.0017268
                    141,                0.33304,                0.36977,                0.91936,                0.86637,                0.86448,                0.93159,                 0.7745,                0.59882,                0.69355,                 1.0605,              0.0017248,              0.0017248,              0.0017248
                    142,                0.31963,                0.32001,                0.90659,                0.96167,                   0.96,                0.98392,                0.90345,                0.37067,                0.39179,                0.88695,              0.0017228,              0.0017228,              0.0017228
                    143,                0.34836,                0.38939,                0.90479,                0.91463,                0.97333,                0.96717,                0.91213,                0.34658,                0.42189,                0.87341,              0.0017208,              0.0017208,              0.0017208
                    144,                0.35058,                0.35374,                0.91297,                0.85471,                0.94667,                 0.9411,                 0.7852,                0.58825,                0.70339,                 1.0654,              0.0017188,              0.0017188,              0.0017188
                    145,                0.33262,                 0.3797,                0.90819,                0.88865,                0.95769,                0.95987,                0.85534,                0.44591,                0.65791,                0.92432,              0.0017169,              0.0017169,              0.0017169
                    146,                0.34229,                0.35291,                0.90635,                0.94266,                 0.8768,                0.96082,                0.85044,                0.51342,                0.65529,                0.98844,              0.0017149,              0.0017149,              0.0017149
                    147,                0.33926,                0.35712,                0.90494,                0.93439,                0.90667,                0.95853,                0.84759,                0.47715,                0.58629,                0.97806,              0.0017129,              0.0017129,              0.0017129
                    148,                0.34628,                 0.3444,                0.89135,                0.87882,                0.96702,                0.96084,                 0.8968,                0.37514,                 0.4056,                0.92531,              0.0017109,              0.0017109,              0.0017109
                    149,                0.32683,                0.33348,                0.89629,                0.88729,                0.97333,                0.97036,                0.92567,                0.32713,                0.36093,                0.89859,              0.0017089,              0.0017089,              0.0017089
                    150,                 0.3548,                0.40763,                0.92723,                 0.9238,                0.97333,                0.97944,                0.93325,                0.32606,                0.33234,                0.87622,               0.001707,               0.001707,               0.001707
                    151,                0.31529,                0.34653,                0.89379,                0.95497,                0.84829,                0.96409,                0.85914,                0.49969,                0.51247,                0.97823,               0.001705,               0.001705,               0.001705
                    152,                0.35064,                0.34561,                0.92996,                0.92579,                0.90667,                0.96924,                0.89182,                 0.3671,                0.44637,                0.87751,               0.001703,               0.001703,               0.001703
                    153,                0.35287,                0.36399,                0.91319,                 0.8644,                   0.96,                 0.9424,                0.84785,                0.53286,                0.54525,                 1.1186,               0.001701,               0.001701,               0.001701
                    154,                0.33273,                0.34646,                0.90333,                0.84031,                   0.88,                 0.9146,                  0.794,                0.59868,                0.62965,                 1.2543,               0.001699,               0.001699,               0.001699
                    155,                0.31765,                0.32499,                0.91086,                0.83491,                   0.96,                0.93925,                0.84078,                0.50478,                0.59757,                 1.1036,              0.0016971,              0.0016971,              0.0016971
                    156,                0.37309,                0.36497,                0.91691,                0.94445,                   0.96,                0.96608,                0.92392,                0.27107,                0.36982,                0.80755,              0.0016951,              0.0016951,              0.0016951
                    157,                0.33613,                0.34228,                0.89476,                0.93413,                0.94551,                0.95982,                0.90123,                0.31455,                0.40646,                0.84162,              0.0016931,              0.0016931,              0.0016931
                    158,                0.35392,                0.36719,                0.91889,                0.51814,                0.34667,                 0.3889,                0.15569,                 2.1324,                 2.4473,                 2.6769,              0.0016911,              0.0016911,              0.0016911
