                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                0.43115,                0.36773,                 0.8743,                0.95065,                0.95385,                0.96806,                 0.7852,                 0.5251,                0.42291,                0.90101,             0.00084358,             0.00084358,             0.00084358
                    161,                0.44688,                 0.3807,                0.88065,                0.96664,                0.94813,                0.97189,                0.78368,                0.51829,                0.41134,                0.90188,             0.00084259,             0.00084259,             0.00084259
                    162,                0.44358,                0.38288,                0.88786,                0.96474,                0.92889,                  0.966,                0.78331,                0.50589,                0.46898,                0.89928,              0.0008416,              0.0008416,              0.0008416
                    163,                0.43107,                0.36328,                0.89518,                0.96529,                0.91476,                0.97073,                0.79447,                0.51514,                0.52517,                0.91404,             0.00084061,             0.00084061,             0.00084061
                    164,                0.42678,                0.36555,                0.87616,                0.93228,                0.93147,                0.95747,                0.79051,                0.49351,                0.60473,                 0.8958,             0.00083962,             0.00083962,             0.00083962
                    165,                0.42357,                0.36401,                0.87787,                0.92148,                0.91926,                0.96084,                0.80233,                0.49773,                0.60951,                0.88991,             0.00083863,             0.00083863,             0.00083863
                    166,                0.42287,                 0.3701,                0.87493,                0.94277,                  0.928,                0.96275,                0.80103,                0.50465,                0.55715,                0.90681,             0.00083764,             0.00083764,             0.00083764
                    167,                 0.4243,                0.36398,                0.88372,                0.96881,                0.93136,                0.96946,                0.81324,                0.49504,                0.43881,                0.90757,             0.00083665,             0.00083665,             0.00083665
                    168,                0.42607,                0.35441,                0.87165,                 0.9772,                0.92318,                0.96824,                0.81365,                0.49354,                 0.3923,                 0.9024,             0.00083566,             0.00083566,             0.00083566
                    169,                0.42229,                0.37148,                0.87713,                0.96807,                0.94102,                0.97037,                0.80836,                0.50277,                0.40014,                0.89718,             0.00083467,             0.00083467,             0.00083467
                    170,                0.42394,                0.37043,                0.87566,                0.97675,                0.93627,                0.97427,                0.80847,                0.50307,                0.41748,                0.90059,             0.00083368,             0.00083368,             0.00083368
                    171,                0.42309,                0.35668,                0.87123,                0.97397,                0.93404,                0.97542,                0.81022,                0.53104,                0.45066,                0.92428,             0.00083269,             0.00083269,             0.00083269
                    172,                0.43495,                0.37172,                0.87901,                  0.965,                0.92536,                0.97479,                0.81319,                0.53781,                0.46508,                0.93375,              0.0008317,              0.0008317,              0.0008317
                    173,                0.42347,                0.36394,                0.88538,                0.97096,                0.93461,                0.97368,                0.80576,                0.51195,                 0.4258,                0.91599,             0.00083071,             0.00083071,             0.00083071
                    174,                0.43392,                0.37129,                 0.8823,                0.97913,                0.93601,                 0.9697,                0.79588,                0.52989,                0.42557,                0.91349,             0.00082972,             0.00082972,             0.00082972
                    175,                 0.4302,                0.35809,                0.88874,                0.97512,                0.93595,                0.96352,                0.79674,                0.52656,                0.44509,                0.90647,             0.00082873,             0.00082873,             0.00082873
                    176,                0.44407,                0.38314,                0.88084,                0.96121,                0.93381,                0.96618,                0.80676,                  0.508,                0.46302,                 0.9004,             0.00082774,             0.00082774,             0.00082774
                    177,                0.42022,                0.34906,                0.87528,                0.93309,                  0.938,                0.96704,                 0.8194,                 0.5052,                 0.4615,                0.90452,             0.00082675,             0.00082675,             0.00082675
                    178,                0.41035,                0.34456,                0.87827,                0.93996,                0.93539,                0.96908,                0.81343,                 0.4892,                0.45387,                0.90666,             0.00082576,             0.00082576,             0.00082576
                    179,                0.40785,                0.34866,                0.87491,                 0.9613,                0.93144,                0.96959,                0.80968,                0.51944,                0.45959,                0.92036,             0.00082477,             0.00082477,             0.00082477
                    180,                0.43674,                0.37696,                0.88761,                0.96533,                0.94346,                0.97577,                0.79208,                0.53523,                0.42843,                0.91066,             0.00082378,             0.00082378,             0.00082378
                    181,                0.43365,                0.36092,                0.87511,                0.96033,                0.93998,                0.97187,                0.78994,                0.51919,                 0.4133,                0.91124,             0.00082279,             0.00082279,             0.00082279
                    182,                0.41753,                0.34722,                0.87518,                 0.9538,                0.95001,                0.97556,                0.79759,                0.53209,                0.40073,                 0.9334,              0.0008218,              0.0008218,              0.0008218
                    183,                0.40829,                0.34001,                 0.8724,                0.95737,                0.95013,                0.97601,                0.81057,                0.53074,                0.38786,                0.95034,             0.00082081,             0.00082081,             0.00082081
                    184,                0.43357,                0.35611,                0.87249,                0.95631,                0.96658,                 0.9775,                0.81176,                0.51731,                0.41356,                0.92288,             0.00081982,             0.00081982,             0.00081982
                    185,                0.41985,                0.34828,                0.87935,                0.93754,                0.94259,                0.97144,                 0.8116,                0.50133,                0.39702,                0.91211,             0.00081883,             0.00081883,             0.00081883
                    186,                0.42496,                0.35375,                 0.8753,                0.95151,                 0.9495,                0.97431,                0.81138,                0.49656,                0.36753,                0.91082,             0.00081784,             0.00081784,             0.00081784
                    187,                 0.4203,                0.34791,                0.87497,                0.93021,                0.95083,                0.97258,                0.81391,                0.49333,                0.36722,                0.90623,             0.00081685,             0.00081685,             0.00081685
                    188,                0.42492,                0.33896,                0.87291,                0.92475,                0.92254,                 0.9639,                0.79228,                0.50105,                0.42453,                0.93099,             0.00081586,             0.00081586,             0.00081586
                    189,                0.43304,                0.37316,                0.86971,                0.95683,                0.92526,                0.96462,                0.78837,                0.54629,                0.41551,                0.96336,             0.00081487,             0.00081487,             0.00081487
                    190,                 0.4305,                 0.3444,                0.88026,                0.94455,                0.93063,                0.96388,                0.78549,                0.55687,                0.42249,                0.97083,             0.00081388,             0.00081388,             0.00081388
                    191,                0.42164,                0.34514,                0.87766,                0.95738,                0.93875,                0.97542,                0.78739,                0.56039,                0.41792,                0.97707,             0.00081289,             0.00081289,             0.00081289
                    192,                0.43469,                0.35521,                0.88501,                 0.9749,                 0.9434,                0.98516,                0.81402,                0.53539,                0.39368,                0.93724,              0.0008119,              0.0008119,              0.0008119
                    193,                0.42036,                0.35501,                 0.8689,                0.96693,                0.94788,                0.98601,                0.81441,                0.51687,                 0.3623,                0.91161,             0.00081091,             0.00081091,             0.00081091
                    194,                0.41505,                0.34148,                0.88073,                0.97865,                0.95598,                0.98722,                0.82081,                0.50598,                0.36854,                0.90588,             0.00080992,             0.00080992,             0.00080992
                    195,                0.41245,                0.33741,                0.86902,                 0.9567,                0.93832,                0.97883,                0.81426,                0.51839,                 0.4232,                0.90899,             0.00080893,             0.00080893,             0.00080893
                    196,                0.42389,                0.34763,                 0.8828,                0.95789,                0.93433,                0.97139,                0.79629,                0.51122,                 0.4339,                0.89833,             0.00080794,             0.00080794,             0.00080794
                    197,                0.39946,                0.32535,                0.86642,                0.95646,                0.93074,                 0.9659,                0.79727,                0.51538,                0.43969,                0.89708,             0.00080695,             0.00080695,             0.00080695
                    198,                 0.4142,                0.33564,                0.87279,                0.91625,                0.93412,                0.96153,                0.79436,                0.54045,                0.46992,                0.91696,             0.00080596,             0.00080596,             0.00080596
                    199,                0.40375,                0.34032,                0.86917,                0.91087,                0.93539,                0.95854,                0.80214,                0.53735,                0.53577,                0.92401,             0.00080497,             0.00080497,             0.00080497
                    200,                0.43324,                0.36205,                0.87657,                0.92472,                0.92614,                 0.9757,                0.81112,                0.51533,                0.49263,                0.90776,             0.00080398,             0.00080398,             0.00080398
                    201,                0.41014,                0.34069,                0.87037,                0.95519,                0.92841,                0.98033,                0.81412,                0.49776,                0.43376,                0.89583,             0.00080299,             0.00080299,             0.00080299
                    202,                0.41933,                0.34061,                0.86944,                0.95819,                 0.9345,                0.97823,                0.82035,                0.50203,                0.43091,                0.89846,               0.000802,               0.000802,               0.000802
                    203,                0.41551,                0.34832,                0.87754,                0.95558,                0.90579,                0.96873,                0.80093,                 0.5457,                0.46205,                0.94823,             0.00080101,             0.00080101,             0.00080101
                    204,                0.41202,                0.33813,                 0.8661,                0.93201,                0.93326,                0.95915,                0.79439,                0.54557,                0.44225,                0.94927,             0.00080002,             0.00080002,             0.00080002
                    205,                0.41988,                0.34217,                0.88203,                0.94612,                0.93028,                0.96866,                0.81177,                0.52454,                 0.4095,                0.94878,             0.00079903,             0.00079903,             0.00079903
                    206,                0.40764,                0.33382,                0.87857,                0.95716,                0.92795,                0.97075,                0.82057,                0.52387,                0.42819,                0.94174,             0.00079804,             0.00079804,             0.00079804
                    207,                0.41162,                0.33057,                0.86622,                0.94934,                0.94758,                0.96509,                0.81063,                0.52612,                0.45406,                0.92699,             0.00079705,             0.00079705,             0.00079705
                    208,                0.41701,                0.33475,                0.86831,                0.93994,                0.95162,                  0.973,                0.81075,                0.51662,                0.38034,                 0.9341,             0.00079606,             0.00079606,             0.00079606
                    209,                0.42665,                0.34656,                0.87535,                0.97419,                0.90954,                0.97274,                0.80738,                0.49906,                0.38879,                0.92531,             0.00079507,             0.00079507,             0.00079507
                    210,                 0.4107,                0.33224,                0.87521,                0.93263,                0.92801,                0.96912,                0.81181,                 0.4901,                0.37096,                0.90667,             0.00079408,             0.00079408,             0.00079408
                    211,                0.41269,                 0.3284,                0.86899,                0.96099,                 0.9239,                0.96985,                0.79643,                0.50064,                0.37375,                0.90917,             0.00079309,             0.00079309,             0.00079309
                    212,                0.41798,                0.33549,                0.87852,                0.96559,                0.91302,                0.97206,                0.80411,                0.49364,                0.36194,                0.90543,              0.0007921,              0.0007921,              0.0007921
                    213,                 0.4169,                0.33447,                0.87418,                0.95276,                0.94435,                0.97412,                0.81298,                0.49132,                0.35847,                 0.9083,             0.00079111,             0.00079111,             0.00079111
                    214,                 0.4092,                0.33361,                0.87057,                0.96581,                0.93845,                0.97692,                0.81695,                0.48764,                0.35807,                0.90311,             0.00079012,             0.00079012,             0.00079012
                    215,                0.41258,                0.32889,                0.87151,                0.95881,                0.94183,                0.98003,                0.82017,                0.49912,                0.34725,                0.90209,             0.00078913,             0.00078913,             0.00078913
                    216,                 0.4055,                0.33496,                0.87807,                0.94247,                0.94702,                 0.9684,                0.80137,                0.51865,                0.39659,                0.91996,             0.00078814,             0.00078814,             0.00078814
                    217,                0.41385,                0.33675,                0.87281,                0.96028,                0.94003,                0.98113,                0.80533,                  0.515,                0.40948,                0.91415,             0.00078715,             0.00078715,             0.00078715
                    218,                0.40628,                0.32579,                0.87531,                0.96695,                0.94496,                 0.9824,                0.79535,                0.52893,                0.41218,                0.91896,             0.00078616,             0.00078616,             0.00078616
                    219,                0.41841,                0.33976,                0.87952,                0.97407,                0.94492,                0.97873,                0.80016,                0.51998,                0.40038,                0.92195,             0.00078517,             0.00078517,             0.00078517
                    220,                0.41505,                0.33296,                0.86938,                0.97368,                0.94689,                0.97523,                0.81966,                0.50729,                0.35946,                0.92746,             0.00078418,             0.00078418,             0.00078418
                    221,                0.41651,                  0.337,                0.88454,                0.96753,                0.93892,                0.97625,                 0.8085,                0.52025,                0.37207,                0.93497,             0.00078319,             0.00078319,             0.00078319
                    222,                0.40968,                0.32777,                0.87277,                0.96401,                0.95107,                0.97445,                0.81802,                0.49529,                0.37565,                0.92588,              0.0007822,              0.0007822,              0.0007822
                    223,                0.40371,                0.33552,                0.86284,                0.96687,                0.95438,                0.97463,                 0.8115,                0.48074,                 0.3862,                0.90298,             0.00078121,             0.00078121,             0.00078121
                    224,                0.41936,                0.33505,                0.88298,                0.97225,                0.93647,                0.97545,                0.81808,                0.48715,                 0.3956,                0.89777,             0.00078022,             0.00078022,             0.00078022
                    225,                0.40972,                0.33547,                0.88104,                 0.9688,                0.94353,                0.97566,                0.82512,                0.48877,                0.40666,                0.91897,             0.00077923,             0.00077923,             0.00077923
                    226,                0.41107,                  0.335,                0.86141,                0.96441,                0.95786,                0.97782,                0.82402,                 0.4862,                0.39004,                0.91889,             0.00077824,             0.00077824,             0.00077824
                    227,                0.40486,                0.32312,                0.86481,                 0.9575,                   0.95,                0.97703,                0.82206,                0.50481,                0.40167,                0.94059,             0.00077725,             0.00077725,             0.00077725
                    228,                0.40941,                0.32963,                0.87583,                0.95028,                0.96138,                0.98022,                0.81632,                0.51414,                0.39778,                0.94243,             0.00077626,             0.00077626,             0.00077626
                    229,                0.41557,                0.32361,                0.87629,                0.94322,                0.95856,                0.97998,                0.81739,                0.49657,                0.38295,                0.92512,             0.00077527,             0.00077527,             0.00077527
                    230,                0.40256,                0.32793,                0.86618,                0.96287,                0.95826,                0.98073,                0.82381,                0.50661,                0.38264,                0.92988,             0.00077428,             0.00077428,             0.00077428
                    231,                0.41024,                0.32697,                0.87423,                0.97427,                0.95275,                0.97968,                0.81761,                0.49208,                0.36312,                0.91909,             0.00077329,             0.00077329,             0.00077329
                    232,                0.39356,                 0.3178,                 0.8637,                0.95375,                 0.9575,                0.97527,                0.81711,                0.48558,                0.34707,                 0.9151,              0.0007723,              0.0007723,              0.0007723
                    233,                0.39739,                0.31666,                0.86672,                0.95496,                0.95078,                0.97133,                0.81541,                0.50322,                0.35098,                 0.9292,             0.00077131,             0.00077131,             0.00077131
                    234,                0.38497,                0.31017,                 0.8606,                0.92763,                0.95184,                0.96394,                0.80611,                0.50218,                0.36499,                0.92091,             0.00077032,             0.00077032,             0.00077032
                    235,                0.39892,                0.32405,                0.88052,                0.91365,                0.90878,                0.94871,                 0.7944,                0.51089,                0.42099,                0.92944,             0.00076933,             0.00076933,             0.00076933
                    236,                0.40209,                 0.3202,                0.86611,                0.91998,                0.95916,                0.96515,                0.79125,                0.50915,                0.45613,                0.92266,             0.00076834,             0.00076834,             0.00076834
                    237,                0.40617,                 0.3269,                 0.8757,                0.93815,                0.96251,                0.96827,                0.80551,                0.49884,                0.43418,                0.91318,             0.00076735,             0.00076735,             0.00076735
                    238,                0.39103,                0.32284,                0.87297,                0.94722,                0.94042,                0.97179,                 0.8171,                 0.4771,                0.40443,                0.90045,             0.00076636,             0.00076636,             0.00076636
                    239,                0.41018,                 0.3367,                0.88465,                0.95709,                0.94286,                 0.9782,                0.83522,                0.47163,                0.38601,                 0.8865,             0.00076537,             0.00076537,             0.00076537
                    240,                0.40879,                0.32898,                0.86413,                0.95515,                0.95401,                0.98093,                0.83093,                0.48385,                0.39138,                0.88041,             0.00076438,             0.00076438,             0.00076438
                    241,                0.40415,                0.32404,                  0.868,                0.96339,                 0.9371,                0.97556,                0.82135,                0.49758,                0.40811,                0.89197,             0.00076339,             0.00076339,             0.00076339
                    242,                0.39783,                 0.3092,                0.86818,                0.96674,                 0.9321,                0.97173,                0.82213,                0.50383,                 0.4294,                  0.891,              0.0007624,              0.0007624,              0.0007624
                    243,                0.40174,                0.33886,                0.87659,                0.95736,                0.92555,                0.96841,                0.81967,                0.49772,                0.45638,                0.90077,             0.00076141,             0.00076141,             0.00076141
                    244,                0.40927,                0.34007,                 0.8809,                0.94408,                 0.9439,                0.96716,                0.81091,                 0.5111,                0.38442,                0.89941,             0.00076042,             0.00076042,             0.00076042
                    245,                0.40985,                0.35038,                0.87477,                0.95183,                0.96022,                0.97245,                0.81484,                0.49232,                0.35887,                0.89102,             0.00075943,             0.00075943,             0.00075943
                    246,                0.39908,                0.33283,                 0.8725,                0.98245,                0.94753,                 0.9757,                0.81847,                0.48139,                0.33894,                0.88845,             0.00075844,             0.00075844,             0.00075844
                    247,                 0.4045,                0.32876,                0.87606,                0.97355,                0.94956,                0.97452,                0.81854,                0.48158,                0.34885,                0.88927,             0.00075745,             0.00075745,             0.00075745
                    248,                0.40308,                0.31804,                 0.8703,                0.97439,                0.93603,                0.98075,                0.82543,                0.47609,                0.38782,                0.87569,             0.00075646,             0.00075646,             0.00075646
                    249,                0.41194,                0.32076,                0.86774,                0.95802,                0.95572,                0.98289,                0.81587,                0.50712,                 0.4114,                0.88465,             0.00075547,             0.00075547,             0.00075547
                    250,                0.40581,                0.33936,                0.87757,                0.95396,                0.94872,                0.98293,                0.81243,                0.51555,                0.43887,                 0.8987,             0.00075448,             0.00075448,             0.00075448
                    251,                0.39519,                0.32332,                0.86711,                0.93793,                0.94366,                0.98287,                 0.8182,                 0.4949,                0.44206,                0.88931,             0.00075349,             0.00075349,             0.00075349
                    252,                0.40768,                0.32381,                0.86899,                0.96371,                 0.9368,                0.97311,                0.80536,                0.51583,                0.42297,                0.89633,              0.0007525,              0.0007525,              0.0007525
                    253,                0.40498,                0.32696,                0.88214,                0.98067,                0.95664,                0.97824,                0.81385,                0.48749,                0.36477,                0.88716,             0.00075151,             0.00075151,             0.00075151
                    254,                0.40215,                0.32337,                0.87322,                0.98638,                0.94052,                0.97758,                0.82024,                0.48344,                0.34519,                0.89153,             0.00075052,             0.00075052,             0.00075052
                    255,                0.40609,                0.33363,                0.86734,                0.96748,                0.93337,                 0.9724,                0.81973,                0.49151,                0.34038,                0.89546,             0.00074953,             0.00074953,             0.00074953
                    256,                0.39186,                0.31249,                0.86996,                0.94369,                0.95116,                0.97424,                0.81688,                0.50135,                0.33682,                0.90105,             0.00074854,             0.00074854,             0.00074854
                    257,                0.38707,                0.31111,                0.86222,                 0.9501,                0.96098,                0.97665,                0.82519,                0.48904,                0.33583,                0.89469,             0.00074755,             0.00074755,             0.00074755
                    258,                0.39599,                  0.312,                0.86329,                0.96691,                0.96246,                0.97967,                0.82121,                0.48889,                0.34264,                0.88675,             0.00074656,             0.00074656,             0.00074656
                    259,                0.39782,                0.33007,                0.87556,                0.95932,                0.96747,                0.98108,                0.81938,                0.49587,                0.35184,                0.88729,             0.00074557,             0.00074557,             0.00074557
                    260,                0.38492,                0.31225,                0.87027,                0.95565,                0.93136,                0.97276,                0.81204,                0.50528,                0.38409,                0.90764,             0.00074458,             0.00074458,             0.00074458
                    261,                 0.3971,                0.32586,                0.87229,                0.95136,                0.95123,                0.97038,                0.80502,                0.50998,                0.39103,                0.90441,             0.00074359,             0.00074359,             0.00074359
                    262,                0.39385,                0.30879,                0.86853,                0.95095,                0.96282,                0.96522,                0.80071,                0.50479,                0.42743,                 0.9058,              0.0007426,              0.0007426,              0.0007426
                    263,                0.40914,                0.32796,                0.87983,                 0.9357,                 0.9327,                0.95369,                 0.7831,                0.55613,                0.47085,                0.95047,             0.00074161,             0.00074161,             0.00074161
                    264,                0.39937,                0.32104,                0.86301,                 0.9463,                0.91047,                 0.9614,                0.78536,                0.58032,                0.46948,                0.97529,             0.00074062,             0.00074062,             0.00074062
                    265,                0.38868,                0.32477,                0.86569,                0.94948,                0.92852,                0.97026,                0.80521,                0.55763,                0.40672,                0.96928,             0.00073963,             0.00073963,             0.00073963
                    266,                0.40005,                0.32011,                0.86588,                0.94851,                0.95684,                 0.9786,                0.80871,                 0.5419,                0.38302,                0.95481,             0.00073864,             0.00073864,             0.00073864
                    267,                0.38402,                0.30342,                0.86646,                0.94815,                0.96266,                0.98063,                0.81633,                0.51638,                0.36577,                 0.9324,             0.00073765,             0.00073765,             0.00073765
                    268,                0.40186,                0.31058,                0.87001,                0.93584,                0.95856,                0.97982,                0.81012,                0.51245,                0.36557,                0.92873,             0.00073666,             0.00073666,             0.00073666
                    269,                0.39437,                0.30894,                0.86225,                0.93984,                0.95999,                0.97609,                0.81076,                0.51227,                0.37094,                0.93777,             0.00073567,             0.00073567,             0.00073567
                    270,                0.40076,                0.31406,                  0.872,                0.92366,                0.95338,                0.96828,                0.80666,                0.50443,                0.36457,                0.93876,             0.00073468,             0.00073468,             0.00073468
                    271,                0.39661,                0.30966,                0.86073,                0.90828,                0.94936,                0.95704,                0.79805,                0.49954,                0.37511,                0.93276,             0.00073369,             0.00073369,             0.00073369
                    272,                0.37719,                0.31048,                0.86869,                0.92935,                0.91063,                0.95811,                0.80533,                0.51692,                0.38606,                0.92719,              0.0007327,              0.0007327,              0.0007327
                    273,                0.39398,                0.30742,                0.87121,                0.94509,                0.91931,                0.96482,                0.81415,                0.50014,                0.37403,                0.90479,             0.00073171,             0.00073171,             0.00073171
                    274,                0.39097,                0.31472,                0.86371,                0.94145,                0.93472,                0.97087,                0.81896,                0.49085,                0.35848,                0.89986,             0.00073072,             0.00073072,             0.00073072
                    275,                0.39262,                0.30913,                0.85527,                0.95716,                0.95969,                0.97917,                0.81882,                0.51728,                0.38735,                0.91515,             0.00072973,             0.00072973,             0.00072973
                    276,                0.38824,                0.30141,                0.87013,                0.96231,                0.96794,                0.98057,                0.82513,                0.49577,                0.34561,                0.90779,             0.00072874,             0.00072874,             0.00072874
                    277,                0.40189,                0.32119,                0.88299,                0.95683,                0.95543,                0.97493,                0.81558,                0.51443,                0.36213,                0.93557,             0.00072775,             0.00072775,             0.00072775
                    278,                0.39067,                0.31255,                0.87227,                0.96032,                0.94869,                0.97282,                0.81331,                0.50021,                0.36078,                0.93899,             0.00072676,             0.00072676,             0.00072676
                    279,                0.38618,                0.31634,                0.86312,                0.94801,                0.94745,                0.97039,                0.82149,                0.50273,                0.36661,                 0.9345,             0.00072577,             0.00072577,             0.00072577
                    280,                0.39426,                0.31092,                0.87668,                0.96667,                0.94656,                0.97557,                0.82733,                0.50743,                0.37286,                0.92133,             0.00072478,             0.00072478,             0.00072478
                    281,                 0.3926,                0.31264,                0.86777,                0.95789,                0.94283,                0.97653,                0.83479,                0.48213,                0.36454,                0.90767,             0.00072379,             0.00072379,             0.00072379
                    282,                0.38741,                0.30266,                0.86285,                0.96392,                0.94393,                0.97813,                0.83362,                0.49625,                0.37184,                0.89978,              0.0007228,              0.0007228,              0.0007228
                    283,                0.36727,                0.29847,                0.86044,                0.95538,                0.94748,                0.97744,                0.82188,                0.48707,                0.36347,                0.88852,             0.00072181,             0.00072181,             0.00072181
                    284,                0.39284,                0.30143,                0.87482,                0.97148,                0.94346,                0.97165,                0.80519,                0.52044,                0.38105,                0.90321,             0.00072082,             0.00072082,             0.00072082
                    285,                 0.3907,                0.31403,                0.87331,                0.96965,                0.94451,                0.96991,                0.80559,                0.50613,                0.37163,                0.91321,             0.00071983,             0.00071983,             0.00071983
                    286,                0.37602,                0.29781,                0.86305,                0.96346,                0.94701,                0.97296,                0.82886,                0.47912,                0.34327,                 0.9148,             0.00071884,             0.00071884,             0.00071884
                    287,                0.38647,                0.31594,                0.87231,                0.96011,                0.95363,                0.97196,                 0.8187,                0.50214,                0.35359,                0.91885,             0.00071785,             0.00071785,             0.00071785
                    288,                0.38764,                0.30877,                0.86208,                0.96385,                0.95449,                0.97385,                0.82637,                0.49516,                0.36469,                0.91445,             0.00071686,             0.00071686,             0.00071686
                    289,                 0.3955,                0.31999,                0.87026,                0.98152,                 0.9339,                0.97633,                0.82265,                0.49855,                 0.3899,                0.92205,             0.00071587,             0.00071587,             0.00071587
