                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                0.58542,                0.73617,                0.94421,                0.90505,                0.84469,                0.91878,                0.71301,                 0.5839,                0.81872,                0.94188,             0.00097822,             0.00097822,             0.00097822
                     25,                0.57009,                0.70904,                0.93343,                0.93263,                0.84219,                0.93559,                0.73277,                0.59255,                0.80386,                0.94808,             0.00097723,             0.00097723,             0.00097723
                     26,                0.55043,                0.68799,                0.93637,                0.86649,                0.87729,                0.94222,                0.72753,                0.59891,                0.85179,                 0.9527,             0.00097624,             0.00097624,             0.00097624
                     27,                0.53868,                0.66825,                0.93179,                0.87795,                0.88522,                0.94554,                0.74617,                0.57941,                0.79914,                0.94607,             0.00097525,             0.00097525,             0.00097525
                     28,                0.56614,                0.65833,                0.93738,                 0.8999,                0.83235,                0.94469,                 0.7327,                0.59918,                0.77424,                 0.9725,             0.00097426,             0.00097426,             0.00097426
                     29,                0.54671,                0.64055,                0.93474,                0.89719,                0.86284,                0.95501,                 0.7367,                0.66907,                0.83578,                 1.0043,             0.00097327,             0.00097327,             0.00097327
                     30,                0.55733,                0.67707,                0.93987,                0.91595,                 0.8836,                0.96553,                0.74826,                0.66621,                0.83416,                 1.0386,             0.00097228,             0.00097228,             0.00097228
                     31,                0.54685,                0.66802,                0.93137,                0.87899,                 0.9231,                0.96237,                0.74425,                0.62515,                  0.762,                0.98516,             0.00097129,             0.00097129,             0.00097129
                     32,                 0.5371,                0.63125,                0.92518,                0.93493,                0.90897,                0.95254,                0.73897,                0.62034,                0.79158,                0.96892,              0.0009703,              0.0009703,              0.0009703
                     33,                0.54635,                0.64519,                  0.918,                0.90853,                0.93254,                0.96872,                 0.7691,                0.57714,                0.70362,                0.92292,             0.00096931,             0.00096931,             0.00096931
                     34,                0.53805,                0.63848,                0.90543,                0.90885,                0.89563,                0.95488,                0.74759,                0.56291,                0.69037,                0.92283,             0.00096832,             0.00096832,             0.00096832
                     35,                0.54741,                0.62918,                 0.9225,                0.89348,                0.92472,                0.95924,                0.76511,                 0.5417,                0.63172,                0.90385,             0.00096733,             0.00096733,             0.00096733
                     36,                0.52666,                0.63554,                0.92703,                0.96621,                0.82913,                0.94941,                0.74659,                0.57642,                0.70261,                0.91494,             0.00096634,             0.00096634,             0.00096634
                     37,                0.54305,                0.63136,                0.91446,                0.89578,                0.90976,                0.95122,                0.77273,                0.56077,                0.80672,                0.90692,             0.00096535,             0.00096535,             0.00096535
                     38,                0.54455,                0.60751,                0.92432,                0.89458,                0.87019,                0.93898,                0.75006,                0.60016,                0.97923,                0.93345,             0.00096436,             0.00096436,             0.00096436
                     39,                0.51743,                0.58317,                0.92098,                0.90426,                0.88946,                0.93899,                0.71895,                0.59678,                0.92745,                0.94806,             0.00096337,             0.00096337,             0.00096337
                     40,                0.53975,                0.58507,                0.92186,                0.96154,                0.93099,                0.95603,                0.75315,                0.56329,                0.67797,                 0.9241,             0.00096238,             0.00096238,             0.00096238
                     41,                0.51836,                0.59061,                0.91711,                0.95713,                0.92808,                0.96575,                0.77126,                0.54078,                0.63801,                0.91564,             0.00096139,             0.00096139,             0.00096139
                     42,                0.53232,                0.59586,                0.92278,                0.93625,                0.89981,                0.95531,                0.73979,                0.60028,                0.71367,                0.97109,              0.0009604,              0.0009604,              0.0009604
                     43,                 0.5342,                0.59297,                0.91211,                0.93271,                0.89827,                0.95759,                0.73932,                0.59906,                0.72128,                0.96881,             0.00095941,             0.00095941,             0.00095941
                     44,                 0.5308,                0.57265,                 0.9159,                0.92191,                0.89328,                 0.9471,                0.73455,                0.59718,                0.71541,                0.94278,             0.00095842,             0.00095842,             0.00095842
                     45,                0.51571,                0.58251,                0.90989,                0.89166,                 0.9061,                0.94852,                0.73077,                 0.5744,                  0.741,                0.92617,             0.00095743,             0.00095743,             0.00095743
                     46,                0.50614,                0.54699,                0.91539,                 0.9152,                0.90416,                 0.9487,                0.73733,                0.54228,                0.73086,                0.91507,             0.00095644,             0.00095644,             0.00095644
                     47,                0.50859,                0.54912,                0.91166,                0.91649,                0.88545,                0.94104,                0.74924,                0.55621,                0.77944,                0.92864,             0.00095545,             0.00095545,             0.00095545
                     48,                 0.5124,                0.55644,                0.91186,                0.92501,                0.92034,                0.95901,                0.75497,                0.56821,                0.71684,                0.92926,             0.00095446,             0.00095446,             0.00095446
                     49,                0.52165,                0.55488,                 0.9074,                0.92762,                 0.9343,                0.95462,                 0.7641,                0.54722,                0.65266,                0.92524,             0.00095347,             0.00095347,             0.00095347
                     50,                 0.5003,                0.55412,                0.90347,                0.94266,                0.93271,                0.96083,                 0.7835,                0.51829,                0.58066,                0.90493,             0.00095248,             0.00095248,             0.00095248
                     51,                0.50132,                0.52586,                0.90524,                0.95413,                0.90569,                0.97273,                  0.782,                0.52753,                0.60155,                0.90381,             0.00095149,             0.00095149,             0.00095149
                     52,                0.51436,                 0.5577,                0.92489,                0.91049,                0.93879,                0.96991,                0.76098,                0.55412,                0.63404,                0.92974,              0.0009505,              0.0009505,              0.0009505
                     53,                0.50987,                0.55708,                0.91034,                0.92734,                0.89527,                0.96032,                 0.7752,                0.55512,                0.66216,                 0.9346,             0.00094951,             0.00094951,             0.00094951
                     54,                0.50858,                0.52852,                0.91196,                0.88759,                0.86648,                0.94452,                 0.7729,                0.56045,                 0.6986,                0.94009,             0.00094852,             0.00094852,             0.00094852
                     55,                0.51163,                0.55129,                0.92499,                0.91641,                0.89933,                0.95381,                0.77418,                0.53396,                0.61542,                0.90015,             0.00094753,             0.00094753,             0.00094753
                     56,                0.50824,                0.57988,                 0.9049,                0.94516,                0.90023,                0.95115,                0.78475,                0.53867,                0.61298,                  0.915,             0.00094654,             0.00094654,             0.00094654
                     57,                0.50739,                0.55435,                0.91603,                0.94587,                0.91374,                0.96065,                0.76582,                0.58869,                0.61212,                0.94483,             0.00094555,             0.00094555,             0.00094555
                     58,                0.50686,                0.54319,                0.90795,                0.95531,                0.94704,                0.96432,                0.76891,                0.56187,                0.58119,                0.91917,             0.00094456,             0.00094456,             0.00094456
                     59,                0.49229,                0.52617,                0.89297,                0.94928,                0.91695,                0.96982,                0.77547,                0.53842,                0.55079,                0.91062,             0.00094357,             0.00094357,             0.00094357
                     60,                0.49781,                0.53762,                0.91652,                0.89017,                0.84469,                0.93809,                0.72294,                0.61082,                0.74603,                0.97994,             0.00094258,             0.00094258,             0.00094258
                     61,                0.46795,                0.50904,                0.89378,                0.83554,                 0.8962,                0.94317,                0.75457,                0.55722,                0.67933,                0.92883,             0.00094159,             0.00094159,             0.00094159
                     62,                0.50689,                0.54271,                0.91591,                0.92556,                0.84643,                0.93528,                0.74207,                0.56438,                0.66626,                0.91869,              0.0009406,              0.0009406,              0.0009406
                     63,                0.50634,                0.51554,                0.90732,                0.94741,                0.88547,                0.95753,                0.77732,                0.51969,                0.56455,                0.89644,             0.00093961,             0.00093961,             0.00093961
                     64,                0.49136,                 0.5114,                0.91275,                0.96618,                0.92595,                0.96443,                0.79541,                 0.4989,                0.51505,                0.88206,             0.00093862,             0.00093862,             0.00093862
                     65,                0.47719,                0.49812,                0.90274,                0.95414,                0.92563,                0.96014,                0.79194,                0.49672,                0.51788,                0.87999,             0.00093763,             0.00093763,             0.00093763
                     66,                 0.4832,                0.50111,                0.90348,                 0.9435,                   0.92,                0.95183,                 0.7807,                0.51346,                0.53105,                0.88334,             0.00093664,             0.00093664,             0.00093664
                     67,                0.49035,                0.49263,                0.90569,                0.88786,                0.92807,                0.94256,                0.76277,                 0.5233,                0.54909,                0.89554,             0.00093565,             0.00093565,             0.00093565
                     68,                0.49513,                0.50272,                0.89883,                0.92249,                0.92092,                0.95745,                0.76197,                0.53763,                 0.5741,                0.91475,             0.00093466,             0.00093466,             0.00093466
                     69,                0.48451,                0.49903,                0.89651,                0.94606,                 0.9379,                0.96332,                0.77925,                0.53993,                0.54647,                0.91129,             0.00093367,             0.00093367,             0.00093367
                     70,                0.46813,                0.49676,                0.91396,                0.97995,                0.90218,                0.96423,                0.77036,                 0.5449,                0.57359,                0.90879,             0.00093268,             0.00093268,             0.00093268
                     71,                0.49521,                0.51528,                0.91759,                0.92551,                0.93494,                0.96107,                0.76872,                 0.5339,                0.53121,                0.90294,             0.00093169,             0.00093169,             0.00093169
                     72,                0.48419,                0.48923,                0.89965,                0.95608,                0.88562,                0.95735,                0.76924,                0.56556,                0.56767,                0.91954,              0.0009307,              0.0009307,              0.0009307
                     73,                0.47319,                0.47633,                0.89847,                0.94092,                0.91542,                0.94832,                0.76295,                0.55272,                0.55138,                0.91715,             0.00092971,             0.00092971,             0.00092971
                     74,                0.48758,                0.48989,                0.89213,                0.95951,                0.89293,                0.96131,                0.77359,                0.55097,                0.55632,                0.91061,             0.00092872,             0.00092872,             0.00092872
                     75,                0.50431,                0.49255,                0.91547,                 0.9488,                0.92594,                0.96593,                0.78393,                0.52617,                0.55213,                0.88784,             0.00092773,             0.00092773,             0.00092773
                     76,                0.48197,                0.48466,                0.89359,                0.92477,                0.86951,                0.92643,                0.74504,                0.59173,                 1.0653,                0.94482,             0.00092674,             0.00092674,             0.00092674
                     77,                0.48641,                0.48716,                0.90561,                0.89528,                0.86078,                0.92543,                 0.7323,                 0.6197,                 1.1031,                0.96854,             0.00092575,             0.00092575,             0.00092575
                     78,                0.48685,                 0.4926,                0.89539,                0.95221,                0.88996,                0.95804,                0.76881,                0.52106,                0.62603,                0.89345,             0.00092476,             0.00092476,             0.00092476
                     79,                0.49178,                0.48594,                0.89971,                0.96189,                0.92618,                0.95798,                0.77287,                0.51128,                0.50918,                0.88438,             0.00092377,             0.00092377,             0.00092377
                     80,                  0.496,                0.50805,                0.91592,                0.93717,                0.90768,                0.94599,                0.75802,                0.56822,                0.57239,                0.92628,             0.00092278,             0.00092278,             0.00092278
                     81,                0.49609,                0.50176,                0.90501,                0.95316,                0.92485,                0.95706,                0.77691,                0.58012,                0.61445,                0.94081,             0.00092179,             0.00092179,             0.00092179
                     82,                0.46641,                0.47638,                0.89357,                0.96613,                0.92666,                0.96615,                0.78595,                0.56586,                0.57159,                0.93779,              0.0009208,              0.0009208,              0.0009208
                     83,                0.48576,                0.47037,                0.90494,                0.92222,                0.93812,                0.96644,                0.78915,                 0.5458,                0.53532,                0.92394,             0.00091981,             0.00091981,             0.00091981
                     84,                0.47395,                0.47553,                0.90268,                0.93002,                0.93158,                0.95462,                0.78929,                0.54344,                0.53278,                0.91181,             0.00091882,             0.00091882,             0.00091882
                     85,                0.46671,                0.45794,                0.90137,                0.91147,                0.94503,                 0.9521,                0.79145,                0.51868,                0.51974,                0.89721,             0.00091783,             0.00091783,             0.00091783
                     86,                0.46391,                0.45759,                0.89464,                0.94025,                0.92851,                0.96531,                0.80298,                0.50419,                0.53065,                0.88815,             0.00091684,             0.00091684,             0.00091684
                     87,                0.47297,                0.45522,                  0.896,                0.94227,                0.93487,                0.96194,                0.79105,                0.49541,                0.50318,                0.88155,             0.00091585,             0.00091585,             0.00091585
                     88,                 0.4915,                0.46565,                0.90394,                0.96794,                 0.9431,                0.96891,                 0.7949,                0.51868,                0.48562,                0.89585,             0.00091486,             0.00091486,             0.00091486
                     89,                 0.4691,                0.46467,                0.88799,                0.95342,                0.93047,                0.96644,                0.78012,                0.52324,                0.50437,                0.90165,             0.00091387,             0.00091387,             0.00091387
                     90,                0.47279,                0.44942,                 0.8986,                0.95492,                0.92567,                0.96291,                0.78808,                0.51585,                0.51859,                0.90103,             0.00091288,             0.00091288,             0.00091288
                     91,                0.47716,                0.44294,                 0.8972,                0.93748,                0.92488,                0.95104,                0.78136,                0.56554,                0.62922,                0.96255,             0.00091189,             0.00091189,             0.00091189
                     92,                0.48943,                0.47622,                0.91381,                0.86642,                0.87698,                0.91893,                0.72223,                0.63903,                 0.7301,                0.95075,              0.0009109,              0.0009109,              0.0009109
                     93,                0.48036,                0.45325,                 0.8887,                0.89433,                0.92773,                0.94964,                0.76662,                0.54024,                0.54533,                0.89601,             0.00090991,             0.00090991,             0.00090991
                     94,                0.45905,                0.44598,                0.89857,                0.95393,                0.93019,                0.95584,                0.77777,                0.49773,                0.48683,                0.87862,             0.00090892,             0.00090892,             0.00090892
                     95,                0.46911,                0.44612,                0.88854,                0.93403,                0.94337,                0.95659,                0.79419,                0.50456,                0.49188,                0.87348,             0.00090793,             0.00090793,             0.00090793
                     96,                0.47814,                0.45014,                0.90041,                 0.9678,                0.90572,                0.96022,                0.78067,                 0.5103,                 0.5043,                0.88099,             0.00090694,             0.00090694,             0.00090694
                     97,                0.46493,                0.44295,                 0.8933,                0.95104,                0.93146,                 0.9655,                0.78586,                0.54703,                0.55907,                0.89708,             0.00090595,             0.00090595,             0.00090595
                     98,                0.46101,                0.43275,                0.88208,                0.94983,                 0.9439,                0.96895,                0.78673,                0.52136,                0.51715,                0.88318,             0.00090496,             0.00090496,             0.00090496
                     99,                0.46195,                0.43064,                0.88853,                0.95043,                0.95595,                0.97713,                0.79284,                0.53412,                0.46757,                0.89672,             0.00090397,             0.00090397,             0.00090397
                    100,                0.47257,                0.43341,                0.89761,                0.96004,                 0.9589,                0.97645,                0.78714,                0.53156,                0.44367,                0.88742,             0.00090298,             0.00090298,             0.00090298
                    101,                0.48726,                0.46206,                0.90807,                0.95088,                0.94519,                 0.9746,                0.79192,                0.51807,                  0.444,                0.88464,             0.00090199,             0.00090199,             0.00090199
                    102,                0.44248,                0.42455,                0.89053,                  0.932,                0.93981,                0.96964,                0.79105,                0.49712,                0.44504,                0.87512,               0.000901,               0.000901,               0.000901
                    103,                0.45524,                0.44394,                 0.8957,                0.94628,                0.95341,                0.96948,                0.79541,                0.50614,                 0.4475,                0.87714,             0.00090001,             0.00090001,             0.00090001
                    104,                0.46793,                 0.4295,                0.89348,                0.96691,                0.92191,                0.96423,                0.78491,                0.54323,                0.56114,                0.93051,             0.00089902,             0.00089902,             0.00089902
                    105,                0.45433,                0.42964,                0.89436,                0.93998,                0.90518,                0.94768,                0.77308,                0.55421,                 0.7463,                0.94042,             0.00089803,             0.00089803,             0.00089803
                    106,                 0.4361,                0.40903,                0.89059,                0.93807,                 0.8807,                0.93975,                0.75846,                0.55757,                0.71279,                 0.9352,             0.00089704,             0.00089704,             0.00089704
                    107,                0.45807,                0.42383,                0.88826,                0.96937,                0.90958,                0.96279,                0.76202,                0.56265,                 0.6137,                0.93598,             0.00089605,             0.00089605,             0.00089605
                    108,                0.46047,                0.41894,                0.89414,                   0.97,                0.94135,                0.97299,                0.79272,                0.51326,                0.48929,                0.90185,             0.00089506,             0.00089506,             0.00089506
                    109,                0.46877,                0.42827,                0.89577,                0.95398,                0.93269,                0.97161,                0.78764,                0.49877,                0.47824,                0.89705,             0.00089407,             0.00089407,             0.00089407
                    110,                0.45282,                0.42921,                0.89651,                0.92035,                0.92841,                0.95764,                0.78542,                0.50873,                0.48646,                0.89288,             0.00089308,             0.00089308,             0.00089308
                    111,                0.46484,                0.42463,                0.90017,                0.94685,                 0.9036,                 0.9563,                0.79305,                0.50866,                0.47656,                0.89507,             0.00089209,             0.00089209,             0.00089209
                    112,                0.45053,                 0.4107,                0.87784,                 0.9638,                0.94862,                 0.9674,                0.80836,                0.49885,                0.41273,                0.88734,              0.0008911,              0.0008911,              0.0008911
                    113,                0.46715,                0.43599,                0.89241,                0.94505,                0.93515,                0.97002,                0.80854,                0.48942,                0.40824,                0.88529,             0.00089011,             0.00089011,             0.00089011
                    114,                0.45628,                0.41344,                0.88597,                0.90477,                0.94023,                0.95641,                 0.7855,                0.50479,                0.47718,                0.89902,             0.00088912,             0.00088912,             0.00088912
                    115,                0.45627,                0.42673,                0.89184,                0.93291,                 0.9346,                0.96342,                0.78228,                0.50477,                0.48307,                0.89247,             0.00088813,             0.00088813,             0.00088813
                    116,                0.45807,                0.42854,                0.89135,                0.94384,                0.95289,                 0.9697,                0.78575,                0.51656,                0.46592,                0.90501,             0.00088714,             0.00088714,             0.00088714
                    117,                0.45336,                0.42189,                 0.8863,                0.93301,                0.95504,                0.96887,                0.77609,                0.52948,                0.50087,                0.91221,             0.00088615,             0.00088615,             0.00088615
                    118,                0.45938,                0.42968,                0.89318,                0.95669,                0.93997,                0.96905,                0.77934,                 0.5391,                0.57602,                0.90813,             0.00088516,             0.00088516,             0.00088516
                    119,                0.45788,                0.41967,                 0.8933,                0.92846,                0.93028,                0.96401,                0.78312,                 0.5462,                0.54025,                0.91213,             0.00088417,             0.00088417,             0.00088417
                    120,                0.45573,                0.41465,                0.88979,                0.93376,                0.92587,                0.96785,                0.78837,                0.53282,                0.53212,                0.91517,             0.00088318,             0.00088318,             0.00088318
                    121,                0.46343,                0.43313,                0.88966,                0.94289,                0.93509,                 0.9617,                0.79085,                0.57189,                0.61074,                0.94094,             0.00088219,             0.00088219,             0.00088219
                    122,                0.44878,                0.41819,                0.88991,                0.97141,                0.91752,                0.96714,                0.78865,                0.58519,                0.57849,                0.96103,              0.0008812,              0.0008812,              0.0008812
                    123,                0.45892,                0.41432,                0.88627,                0.95009,                0.91097,                0.95618,                0.76676,                0.60143,                0.58319,                0.97132,             0.00088021,             0.00088021,             0.00088021
                    124,                  0.463,                0.40528,                 0.8902,                0.93236,                0.93327,                0.95482,                 0.7846,                0.56155,                0.49954,                0.94296,             0.00087922,             0.00087922,             0.00087922
                    125,                0.45523,                0.40974,                0.89354,                0.92698,                0.94265,                0.97289,                0.80641,                0.50046,                0.43362,                0.89915,             0.00087823,             0.00087823,             0.00087823
                    126,                0.45398,                0.40396,                0.88411,                 0.9376,                0.88707,                 0.9619,                 0.7906,                 0.4999,                0.42046,                0.88532,             0.00087724,             0.00087724,             0.00087724
                    127,                0.45399,                0.41893,                0.87711,                0.91244,                0.92567,                0.94348,                0.78137,                 0.5024,                0.42664,                0.88592,             0.00087625,             0.00087625,             0.00087625
                    128,                0.45786,                0.41029,                0.89497,                0.93775,                0.92174,                0.95941,                0.76746,                0.52101,                0.46288,                0.89767,             0.00087526,             0.00087526,             0.00087526
                    129,                0.44119,                0.39438,                0.89012,                0.93266,                0.91046,                0.95988,                0.77493,                0.50501,                0.45371,                 0.9009,             0.00087427,             0.00087427,             0.00087427
                    130,                0.44548,                0.40134,                 0.8876,                0.96563,                0.94267,                0.97167,                0.78355,                0.50374,                0.44306,                0.89513,             0.00087328,             0.00087328,             0.00087328
                    131,                 0.4714,                0.41764,                0.88562,                 0.9629,                0.94105,                0.96911,                0.76981,                0.49349,                0.43406,                0.88717,             0.00087229,             0.00087229,             0.00087229
                    132,                0.44365,                0.40508,                0.89437,                0.95797,                0.93784,                0.96437,                0.79188,                  0.477,                0.42171,                0.87061,              0.0008713,              0.0008713,              0.0008713
                    133,                0.44383,                0.39099,                0.88353,                0.91936,                0.93639,                0.96336,                0.79961,                0.51121,                 0.4431,                0.89988,             0.00087031,             0.00087031,             0.00087031
                    134,                0.43762,                  0.396,                0.87794,                0.92999,                0.93422,                0.95825,                 0.7904,                0.52143,                0.45392,                0.91167,             0.00086932,             0.00086932,             0.00086932
                    135,                 0.4321,                0.38262,                 0.8873,                0.94196,                0.93389,                0.96095,                0.78239,                0.52905,                0.50131,                 0.9034,             0.00086833,             0.00086833,             0.00086833
                    136,                0.44742,                0.39101,                0.88721,                0.94006,                0.91944,                0.95851,                0.77339,                0.54033,                0.49111,                 0.9138,             0.00086734,             0.00086734,             0.00086734
                    137,                0.44096,                0.40636,                0.88575,                0.94461,                0.93008,                0.96255,                0.77946,                0.54315,                0.45031,                 0.9303,             0.00086635,             0.00086635,             0.00086635
                    138,                0.43484,                0.37549,                0.88121,                0.93357,                0.91803,                0.96048,                0.77462,                0.61687,                0.50194,                  1.027,             0.00086536,             0.00086536,             0.00086536
                    139,                0.45356,                0.39153,                0.88984,                 0.9318,                0.91067,                0.95846,                0.76501,                0.64945,                0.54672,                 1.0627,             0.00086437,             0.00086437,             0.00086437
                    140,                0.44239,                0.40549,                0.89047,                0.93776,                0.92835,                0.97089,                0.78957,                0.55086,                0.48979,                0.95834,             0.00086338,             0.00086338,             0.00086338
                    141,                0.44139,                0.39353,                0.88395,                0.95549,                0.93879,                0.97369,                0.79489,                0.48611,                0.43445,                0.89715,             0.00086239,             0.00086239,             0.00086239
                    142,                 0.4413,                 0.3904,                0.88569,                0.96028,                0.94701,                 0.9777,                0.80471,                0.46535,                0.38591,                0.87274,              0.0008614,              0.0008614,              0.0008614
                    143,                0.43008,                0.37454,                 0.8872,                0.96233,                0.94625,                0.97323,                0.80677,                0.47717,                0.38965,                0.87092,             0.00086041,             0.00086041,             0.00086041
                    144,                0.44128,                0.39374,                0.88113,                0.94799,                0.94253,                0.97083,                0.80209,                0.49157,                0.39958,                0.87821,             0.00085942,             0.00085942,             0.00085942
                    145,                0.44362,                0.39228,                0.88667,                0.92045,                0.95205,                0.96523,                0.79156,                0.49736,                0.41075,                0.88723,             0.00085843,             0.00085843,             0.00085843
                    146,                0.42086,                0.37365,                 0.8821,                 0.9643,                0.94438,                0.96762,                0.79293,                0.49216,                0.40031,                0.88295,             0.00085744,             0.00085744,             0.00085744
                    147,                0.43385,                0.36747,                 0.8798,                0.97433,                0.92339,                0.97417,                0.80128,                0.50729,                0.43338,                0.89117,             0.00085645,             0.00085645,             0.00085645
                    148,                0.44319,                 0.3766,                0.88621,                0.94656,                 0.9269,                0.96914,                0.78397,                0.55467,                0.49984,                0.94114,             0.00085546,             0.00085546,             0.00085546
                    149,                0.41983,                0.36647,                0.88145,                 0.9769,                0.90326,                 0.9674,                0.80448,                0.48025,                0.42535,                0.88962,             0.00085447,             0.00085447,             0.00085447
                    150,                0.43562,                0.36316,                0.87957,                0.91689,                0.95168,                0.96081,                0.79542,                0.51459,                0.40279,                0.91928,             0.00085348,             0.00085348,             0.00085348
                    151,                0.44347,                0.37477,                0.88627,                0.93352,                0.95194,                0.96768,                  0.802,                0.49997,                0.40717,                0.90851,             0.00085249,             0.00085249,             0.00085249
                    152,                0.44698,                0.38132,                0.87676,                0.95707,                0.91565,                 0.9709,                0.80734,                0.50042,                0.38505,                0.89909,              0.0008515,              0.0008515,              0.0008515
                    153,                0.43391,                0.38619,                0.88212,                0.98118,                0.92334,                0.97487,                0.81468,                0.48859,                0.38268,                0.88562,             0.00085051,             0.00085051,             0.00085051
                    154,                0.45424,                0.38992,                0.89199,                0.95398,                0.95535,                 0.9725,                0.80378,                0.48317,                0.39386,                  0.893,             0.00084952,             0.00084952,             0.00084952
                    155,                0.44185,                0.38084,                0.87876,                0.94832,                 0.9349,                0.96817,                0.79235,                0.51139,                0.41049,                  0.914,             0.00084853,             0.00084853,             0.00084853
                    156,                0.43381,                0.37604,                0.88104,                0.91813,                0.96174,                0.96536,                0.79189,                0.51798,                0.41565,                0.91719,             0.00084754,             0.00084754,             0.00084754
                    157,                0.44051,                0.38196,                0.87871,                0.93007,                0.95849,                0.97147,                0.79048,                0.53988,                0.41567,                0.92089,             0.00084655,             0.00084655,             0.00084655
                    158,                0.44475,                0.38229,                0.87957,                0.96016,                0.94613,                0.97439,                0.79489,                0.52577,                0.42624,                0.91562,             0.00084556,             0.00084556,             0.00084556
                    159,                0.42942,                0.37639,                0.88252,                0.96021,                0.93971,                 0.9681,                0.79526,                0.49646,                0.42577,                0.90259,             0.00084457,             0.00084457,             0.00084457
